<<<<<<< HEAD
Lapin,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4490937_uploaded_image1_1702037014.jpg,poules-lapins-et-pigeons
Lapin Angora male,8 000 CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg,poules-lapins-et-pigeons
Lapin Angora male,18 000 CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4473399_uploaded_image1_1701019994.jpg,poules-lapins-et-pigeons
Pigeon King Blanc,75 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg,poules-lapins-et-pigeons
Pigeon Lahor,40 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg,poules-lapins-et-pigeons
Femelle lapin demi sang + cage,40 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4453957_uploaded_image1_1699727543.jpg,poules-lapins-et-pigeons
Coqs,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4444985_uploaded_image1_1699208691.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,poules-lapins-et-pigeons
Lapins,Prix sur demande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4434579_uploaded_image1_1698581736.jpg,poules-lapins-et-pigeons
Lapereau,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg,poules-lapins-et-pigeons
Lapereau,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4425850_uploaded_image1_1697991508.jpg,poules-lapins-et-pigeons
Cochons d'Inde,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4425812_uploaded_image1_1697988348.jpg,poules-lapins-et-pigeons
Pigeons voyageur de compétition,15 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg,poules-lapins-et-pigeons
Pigeons,3 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418917_uploaded_image1_1697461219.jpg,poules-lapins-et-pigeons
Pigeon voyageur,5 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418908_uploaded_image1_1697461394.jpg,poules-lapins-et-pigeons
Pigeon,2 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418898_uploaded_image1_1697460446.jpg,poules-lapins-et-pigeons
Lapin,35 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg,poules-lapins-et-pigeons
Pigeon voyageur,8 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4406776_uploaded_image1_1696680924.jpg,poules-lapins-et-pigeons
Pigeon voyageur,8 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4406771_uploaded_image1_1696680728.jpg,poules-lapins-et-pigeons
Poussins,26 500 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4399877_uploaded_image1_1696286458.jpg,poules-lapins-et-pigeons
Poule Brahma,25 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg,poules-lapins-et-pigeons
Lapins,20 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4384422_uploaded_image1_1695232906.jpg,poules-lapins-et-pigeons
Lapereau,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4381621_uploaded_image1_1695057585.jpg,poules-lapins-et-pigeons
Pigeons Culbutant français,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4378163_uploaded_image1_1694787558.jpg,poules-lapins-et-pigeons
Poule Brahman herminé,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4369295_uploaded_image1_1694214443.jpg,poules-lapins-et-pigeons
Lapin,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4368816_uploaded_image1_1694188598.jpg,poules-lapins-et-pigeons
Pigeons de race,350 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4368566_uploaded_image1_1694179237.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4359251_uploaded_image1_1693583547.jpg,poules-lapins-et-pigeons
Lapin   Papillon,90 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4347215_uploaded_image1_1692800912.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4337665_uploaded_image1_1692197761.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4337664_uploaded_image2_1692903389.jpeg,poules-lapins-et-pigeons
Lapins,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4336471_uploaded_image1_1692120444.jpg,poules-lapins-et-pigeons
Lapereaux,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4333705_uploaded_image1_1691943760.jpg,poules-lapins-et-pigeons
Lapereaux,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4324644_uploaded_image1_1691345949.jpg,poules-lapins-et-pigeons
Poussins de chair,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4323837_uploaded_image1_1691274033.jpg,poules-lapins-et-pigeons
Lapin,40 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4312499_uploaded_image1_1690566200.jpg,poules-lapins-et-pigeons
Poules,Prix sur demande,"Thies, Sénégal",https://images.coinafrique.com/thumb_4302571_uploaded_image1_1689893299.jpg,poules-lapins-et-pigeons
Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4302356_uploaded_image1_1689878968.jpg,poules-lapins-et-pigeons
Lapin,15 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4298076_uploaded_image1_1689619080.jpg,poules-lapins-et-pigeons
Lapin,80 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4296184_uploaded_image1_1689472721.jpg,poules-lapins-et-pigeons
Poussins Brahmanes,30 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg,poules-lapins-et-pigeons
Coq hermine,60 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4290479_uploaded_image1_1689101063.jpg,poules-lapins-et-pigeons
Lapin nain Loutre,30 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289564_uploaded_image1_1689066044.jpg,poules-lapins-et-pigeons
Poulets  bleu Holland,6 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4287658_uploaded_image1_1688923156.jpg,poules-lapins-et-pigeons
Pigeons,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4287413_uploaded_image1_1688907084.jpg,poules-lapins-et-pigeons
Lapins,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4287411_uploaded_image1_1688907003.jpg,poules-lapins-et-pigeons
Pigeon Messager,25 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg,poules-lapins-et-pigeons
Poulets de chair,4 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg,poules-lapins-et-pigeons
Pigeon Boulan,15 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg,poules-lapins-et-pigeons
Pigeon Boulan,45 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277890_uploaded_image1_1688316619.jpg,poules-lapins-et-pigeons
Lapereaux,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4268955_uploaded_image1_1687603560.jpg,poules-lapins-et-pigeons
Lapin,30 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4268327_uploaded_image1_1687541319.jpg,poules-lapins-et-pigeons
Poule Bleu Hollandais,7 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg,poules-lapins-et-pigeons
Poussins cochin,7 500 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg,poules-lapins-et-pigeons
Lapines,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4249408_uploaded_image1_1686311889.jpg,poules-lapins-et-pigeons
Lapin californien,Prix sur demande,"Saly, Sénégal",https://images.coinafrique.com/thumb_4248635_uploaded_image1_1686257041.jpg,poules-lapins-et-pigeons
Lapereaux,45 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg,poules-lapins-et-pigeons
Poussins Brahmans,30 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg,poules-lapins-et-pigeons
Pigeons Mondains,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg,poules-lapins-et-pigeons
Lapine,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4235319_uploaded_image1_1685440928.jpg,poules-lapins-et-pigeons
Lapin Gris de Touraine,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg,poules-lapins-et-pigeons
Pigeon mondain brun,500 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg,poules-lapins-et-pigeons
Pigeon Tambour Allemand,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg,poules-lapins-et-pigeons
Pigeon voyageur,7 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg,poules-lapins-et-pigeons
Pigeon voyageur,7 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg,poules-lapins-et-pigeons
Poussins de chair - bleu hollandais,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg,poules-lapins-et-pigeons
Coq cochin,45 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg,poules-lapins-et-pigeons
Poulets brahman herminés,135 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg,poules-lapins-et-pigeons
Couple lapins,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4208070_uploaded_image1_1683583031.jpg,poules-lapins-et-pigeons
Lapin géant,50 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg,poules-lapins-et-pigeons
Poussins bleue Holland,35 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206875_uploaded_image1_1683511573.jpg,poules-lapins-et-pigeons
Cailleteaux,250 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg,poules-lapins-et-pigeons
Pigeons manteau opale,6 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg,poules-lapins-et-pigeons
Pigeon,20 000 CFA,"Gueule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg,poules-lapins-et-pigeons
Lapereau,15 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4195833_uploaded_image3_1682867699.jpeg,poules-lapins-et-pigeons
Lapin metisage,Prix sur demande,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4194884_uploaded_image1_1682776235.jpg,poules-lapins-et-pigeons
Pigeon Texan,70 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg,poules-lapins-et-pigeons
Pigeon Padda de java,20 000 CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg,poules-lapins-et-pigeons
Poussins,35 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4186084_uploaded_image1_1682139045.jpg,poules-lapins-et-pigeons
Pigeon Boulant de poméranie,20 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg,poules-lapins-et-pigeons
Pigeon Boulant de poméranie,13 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178980_uploaded_image1_1681650252.jpg,poules-lapins-et-pigeons
Pigeons Lahore,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg,poules-lapins-et-pigeons
Poulet de chair,3 500 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg,poules-lapins-et-pigeons
Poule hollandais,8 000 CFA,"Touba, Sénégal",https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg,poules-lapins-et-pigeons
Pigeons,150 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167601_uploaded_image1_1680885984.jpg,poules-lapins-et-pigeons
Pigeons voyageurs,15 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg,poules-lapins-et-pigeons
Pigeons voyageurs  manteau,15 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg,poules-lapins-et-pigeons
Pigeons frisés milanais,200 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165971_uploaded_image1_1680795516.jpg,poules-lapins-et-pigeons
Couple pigeon,10 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4159080_uploaded_image1_1680434202.jpg,poules-lapins-et-pigeons
Pigeons,Prix sur demande,"Thies, Sénégal",https://images.coinafrique.com/thumb_4158780_uploaded_image1_1680397009.jpg,poules-lapins-et-pigeons
Pigeons paons indiens,35 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg,poules-lapins-et-pigeons
Poussins Inde,4 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg,poules-lapins-et-pigeons
Lapereaux,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg,poules-lapins-et-pigeons
Lapereau géant fauve,25 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg,poules-lapins-et-pigeons
Pigeons texans,15 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg,poules-lapins-et-pigeons
Pigeon  Paon Indien,55 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg,poules-lapins-et-pigeons
Pigeons Diamant Mandarin,30 000 CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg,poules-lapins-et-pigeons
Lapin,15 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg,poules-lapins-et-pigeons
Lapereaux,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg,poules-lapins-et-pigeons
Coq Brahman,70 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg,poules-lapins-et-pigeons
Pigeon  Mondains,100 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg,poules-lapins-et-pigeons
Pigeons  voyageurs à manteau,50 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg,poules-lapins-et-pigeons
Coq  Brahman,43 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg,poules-lapins-et-pigeons
Poulet,5 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg,poules-lapins-et-pigeons
Poulet,5 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg,poules-lapins-et-pigeons
Poussins cou nu,2 500 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg,poules-lapins-et-pigeons
Lapin papillon,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg,poules-lapins-et-pigeons
Lapin femelle Angora,20 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg,poules-lapins-et-pigeons
Lapin,15 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg,poules-lapins-et-pigeons
Lapin Angora,25 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg,poules-lapins-et-pigeons
Lapin nain tête de lion,25 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg,poules-lapins-et-pigeons
Poules pondeuses,Prix sur demande,"Thies, Sénégal",https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg,poules-lapins-et-pigeons
Lapereau Angora,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg,poules-lapins-et-pigeons
Lapereaux,20 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg,poules-lapins-et-pigeons
Coq Chochin,95 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg,poules-lapins-et-pigeons
Couple   Braman Cochin,95 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg,poules-lapins-et-pigeons
Poulet Braman cochin,950 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg,poules-lapins-et-pigeons
Poulets de chairs,4 000 CFA,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg,poules-lapins-et-pigeons
Poussins de chair,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg,poules-lapins-et-pigeons
Couple angoura,30 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg,poules-lapins-et-pigeons
Couple pigeons voyageurs,12 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg,poules-lapins-et-pigeons
Couple voyageur blanc,15 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg,poules-lapins-et-pigeons
Perruches anglaise - couple,50 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4033120_uploaded_image1_1672788351.jpg,poules-lapins-et-pigeons
Perruche ondulée,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4033032_uploaded_image1_1672783609.jpg,poules-lapins-et-pigeons
Coq Cochin,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg,poules-lapins-et-pigeons
